label,,大洲：,别名,label,artist_names,params,img,周播放冠军次数：,上榜周数,,2018-05-03,2018-05-10,2018-05-17,2018-05-24,2018-05-31,2018-06-07,2018-06-14,2018-06-21,2018-06-28,2018-07-05,2018-07-12,2018-07-19,2018-07-26,2018-08-02,2018-08-09,2018-08-16,2018-08-23,2018-08-30,2018-09-06,2018-09-13,2018-09-20,2018-09-27,2018-10-04,2018-10-11,2018-10-18,2018-10-25,2018-11-01,2018-11-08,2018-11-15,2018-11-22,2018-11-29,2018-12-06,2018-12-13,2018-12-20,2018-12-27,2019-01-03,2019-01-10,2019-01-17,2019-01-24,2019-01-31,2019-02-07,2019-02-14,2019-02-21,2019-02-28,2019-03-07,2019-03-14,2019-03-21,2019-03-28,2019-04-04,2019-04-11,2019-04-18,2019-04-25,2019-05-02,2019-05-09,2019-05-16,2019-05-23,2019-05-30,2019-06-06,2019-06-13,2019-06-20,2019-06-27,2019-07-04,2019-07-11,2019-07-18,2019-07-25,2019-08-01,2019-08-08,2019-08-15,2019-08-22,2019-08-29,2019-09-05,2019-09-12,2019-09-19,2019-09-26,2019-10-03,2019-10-10,2019-10-17,2019-10-24,2019-10-31,2019-11-07,2019-11-14,2019-11-21,2019-11-28,2019-12-05,2019-12-12,2019-12-19,2019-12-26,2020-01-02,2020-01-09,2020-01-16,2020-01-23,2020-01-30,2020-02-06,2020-02-13,2020-02-20,2020-02-27,2020-03-05,2020-03-12,2020-03-19,2020-03-26,2020-04-02,2020-04-09,2020-04-16,2020-04-23,2020-04-30,2020-05-07,2020-05-14,2020-05-21,2020-05-28,2020-06-04,2020-06-11,2020-06-18,2020-06-25,2020-07-02,2020-07-09,2020-07-16,2020-07-23,2020-07-30,2020-08-06,2020-08-13,2020-08-20,2020-08-27,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-01,2020-10-08,2020-10-15,2020-10-22,2020-10-29,2020-11-05,2020-11-12,2020-11-19,2020-11-26,2020-12-03,2020-12-10,2020-12-17,2020-12-24,2020-12-31,2021-01-07,2021-01-14,2021-01-21,2021-01-28,2021-02-04,2021-02-11,2021-02-18,2021-02-25,2021-03-04,2021-03-11,2021-03-18,2021-03-25,2021-04-01,2021-04-08,2021-04-15,2021-04-22,2021-04-29,2021-05-06,2021-05-13,2021-05-20,2021-05-27,2021-06-03,2021-06-10,2021-06-17,2021-06-24,2021-07-01,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-05,2021-08-12,2021-08-19,2021-08-26,2021-09-02,2021-09-09,2021-09-16,2021-09-23,2021-09-30,2021-10-07,2021-10-14,2021-10-21,2021-10-28,2021-11-04,2021-11-11,2021-11-18,2021-11-25,2021-12-02,2021-12-09,2021-12-16,2021-12-23,2021-12-30,2022-01-06,2022-01-13,2022-01-20,2022-01-27,2022-02-03,2022-02-10,2022-02-17,2022-02-24,2022-03-03,2022-03-10,2022-03-17,2022-03-24,2022-03-31,2022-04-07
英雄懦夫(j-pop),j-pop,亚洲,英雄懦夫,/m/03f6xx2,RADWIMPS,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/pvbSI-TyVoMy7xJxd4CCRvMnbXJV3v7MCWOQkQKDBKT8R4LbEZT1PdmMmEhH2TwFSPNFHiPoHOTLAHk,2,206,200+,1904109,3744566,5596625,7438595,9205254,11083411,13497280,16620070,19297599,22015439,24429077,26600452,28617112,30487719,32295950,34150611,35832538,37645954,39610394,41493260,43176591,45001732,46860870,48985647,51058414,53166468,55122522,57149728,59299619,62978970,66166974,68987081,72772643,76572569,79689269,82379361,84977072,87656754,90336625,92887023,95553836,98218592,100737983,103271032,105878053,108374611,110795295,113147290,115661771,118061457,120244467,122417927,124664258,126696734,128944989,131352335,133705672,136137702,138743776,141445915,144372719,147570630,151007299,154163156,165258127,172862147,179960611,187262643,195159978,203027024,210080592,216914999,223701809,229749960,235481753,240707508,245671324,250091275,254084761,258852886,263221408,266905459,270317703,273595002,276695025,279887640,282827566,285700948,288800578,291824960,295114827,298385984,301545308,304737281,307955857,311156160,314328158,318542619,322251487,326423025,329867170,333114326,336617537,340159821,343626430,346957309,350746243,356747333,362704151,368160391,372729075,376718175,380387189,383852349,387223256,390601167,393687571,396636707,399651496,402760955,405832052,409006239,413138217,417873458,422044546,425620266,428901521,432210670,435394745,438213259,440925306,443593204,446269632,449064749,452054459,455153247,458165301,460997395,463761646,466637696,469481619,472737103,476044727,479326625,482510193,485821866,488759338,491615573,494278783,497417885,501544856,504460446,507150752,509776143,512861935,516315436,519325351,522219811,524796067,527459506,530252122,533101067,535912308,538737854,541747792,544741047,547703375,550601332,553486134,556120685,558858445,561794009,565572608,569255300,572629852,576135580,579462639,582675589,585622210,588574870,591465949,594220851,596979775,599860012,603247524,606588652,610538122,614461072,617915759,621050098,624224734,627440640,630067247,633099616,636225717,639691285,643152819,646484320,649711351,652984373,656381011,661342414,666664769,671373265,675651579,679916744
TWICE(k-pop),k-pop,亚洲,TWICE,/g/11btzyw8k4,TWICE,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/U4t11qqzjnSvqTaddAmJH1R_MQSODlc8XmmD2uyza4LHvZMfcMBgEDBqRG8z_66DhkVu0bUaGC36sOMN,3,206,200+,13535169,24462074,35086284,44931105,55178391,65086005,73638305,86145089,96050528,106163249,116929362,127845916,138488813,147523730,157416994,165764802,173894637,183288031,193097769,202087546,210682710,218683983,226163031,233383702,239916995,247533847,255121779,268189321,280470747,290073652,299516925,308419804,317662958,326434849,336708206,345773123,353958103,366646041,375764063,383555232,391629499,402432603,411041281,418648473,427019338,436060382,444575805,452852259,460755568,467747541,474465185,486275767,497253469,505856867,514925539,524920316,533288891,541391957,549995054,563966254,574817398,584840064,594370260,603244899,612933082,623363496,632425062,640947100,648648563,656117666,662956162,669950309,677100708,690596739,701221577,710761773,720170579,733307791,742183108,750814585,758818139,766899221,775357907,782950084,789861373,796558781,803676779,810422851,816877368,823349655,829577107,836020335,842395421,849598465,856329048,862844953,870038383,877578534,884622076,891504627,898227072,905127010,912794245,920917434,929663191,938659037,947344469,957604793,968150134,984552663,1001930647,1016174896,1034436294,1050726159,1066137203,1082972032,1097338380,1110495864,1128326040,1143863691,1157821716,1170888973,1186160511,1199358285,1213410866,1227468351,1241262849,1254414699,1266468051,1277899635,1295745958,1312968350,1329184216,1347448167,1364747236,1379927018,1393991223,1407894275,1423641980,1438160680,1450114209,1463045009,1476442207,1490239495,1504139752,1518410647,1531940404,1545994433,1558452953,1570935136,1582578203,1593961802,1605681276,1616924385,1627259059,1639908050,1655278629,1671429451,1684245513,1698532617,1712891757,1725496067,1741269275,1758495540,1773938415,1790656943,1807035825,1820788176,1834529358,1847320821,1860567461,1872853269,1885487743,1897343704,1908176314,1918517529,1928432612,1938128109,1946806751,1967721126,1984573639,1998552968,2011017576,2023160157,2034741294,2054742371,2070244001,2085342284,2102238093,2117090930,2131585302,2145746074,2156984804,2168471675,2180497465,2193828896,2207490759,2220910443,2233562190,2246934968,2261355088,2276314205,2289466905,2302736207,2316296590,2328511263
防弾少年団(k-pop),k-pop,亚洲,防弾少年団,/m/0w68qx3,BTS,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/kwdukSZuJEoHBNLDqNbHH1k2wexAndmTNZXu1J_Yy-0dkdxfwh4eWb2-JJ-lhMlHz0IrUqlOVIO3cgE,8,206,200+,5643848,10861413,14813354,25316628,31041831,34972113,38252013,43145248,47888320,52636348,57049737,61913493,67214914,72211083,77049323,81735882,86551446,99041735,106723696,113619287,119616806,125342427,130822984,136282045,142307540,147986496,153590129,160386698,167395176,174113841,180819384,186690822,192610816,199061300,205436218,211115014,216657423,223031809,229405769,235478096,241808857,248142942,254791203,261090401,267351489,273180744,279115640,285422432,291036102,296278935,308762468,316225181,323610702,329585344,335541306,341556511,346888629,352409470,357814826,363462582,368811174,374196214,382066734,389753743,397133200,404628015,411426592,418045472,424783701,431500080,437844421,444090958,450160825,456152066,461892401,467456290,473018677,479578457,485433756,491257681,496947537,502163857,507862856,513696118,520579524,527430085,534264923,540413527,546709609,553469381,561505582,568684362,575981420,584125041,591273718,609064570,623353333,634296146,644616473,654082712,663005210,671846988,681171146,690853723,700383454,709573535,719152148,728594291,737558098,746561059,754804413,763143978,772305032,782447420,790876136,801046450,810962279,820210614,829312254,838213037,846853745,869060465,886488871,904578311,923530241,944681832,965667445,988015804,1011493573,1035226750,1058112775,1079264851,1100567953,1121734291,1156945749,1190544691,1219310500,1247435351,1276554723,1307190213,1334049558,1363700897,1394449399,1425382141,1455448726,1486897177,1515796078,1545933064,1573529751,1600553832,1629536442,1655714345,1681343741,1716311542,1742365210,1768838838,1795669404,1821049192,1843387724,1866784503,1929036310,1980682767,2023959267,2064616554,2108144347,2145565398,2187394931,2245917650,2296579436,2338460233,2378830605,2416072887,2450593689,2485248511,2520435522,2555745885,2589473400,2622600504,2658060178,2689644773,2718862612,2746958544,2773537727,2802395256,2828980407,2854373725,2881380860,2905567036,2929729946,2953317130,2975958889,3002804555,3022648335,3044126972,3065723328,3088791939,3111782305,3134450002,3156487343,3178953895,3201108479,3223532792,3247649647,3270509549,3292297193,3312969420
ダパンプ(j-pop),j-pop,亚洲,ダパンプ,/m/01nw8bm,DA PUMP,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180525:20180531:jp,https://lh3.googleusercontent.com/4lcEVjzXimmqSeK3yYLxt-NFAWRe5Fqy75oAQkY2a6cwK1lIzBw5MirBd4miRYo9SEKfnY6SI83CKTA,11,122,120+,,0,0,0,1155466,3383510,4853059,6039833,7343184,8839196,10677577,16803282,23294977,31008153,37916918,44374856,51415268,58879391,65500338,72526867,79668129,86559512,93155739,100172567,106395964,112038791,117668362,123411350,129169505,134810471,141776747,148434468,154663652,160953193,167869442,175933426,181525944,186866515,191896077,195698294,199441758,203459340,206646032,209620332,212628528,215316398,217935142,220475522,222766524,224785737,226667441,228399891,230261844,231843090,233423462,235402777,237038951,238551411,240102375,241587445,242994159,244492459,246318311,248307909,250544847,253050882,255280265,258192107,260816742,263079921,265130845,267195808,269042509,270699879,272256671,273842094,275460881,277619082,279351123,280996245,282509941,284009057,285557308,287081190,288521152,289966090,291409706,293138084,294610229,296098548,297412774,298625917,299787965,301021418,302192985,303518885,305457042,307123213,308522489,309931285,311342084,312737371,314242225,315676374,317160927,318774912,320142196,321690217,323208602,324464679,325573502,326690678,327777291,327777291,327777291,327777291,328842462,329847808,330862130,332012636,333049123,333049123,334383393,335519527,336650251,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,337764807,338915356,338915356,338915356,340116559,341375872,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295,342440295
キング・ヌー(j-pop),j-pop,亚洲,キング・ヌー,/g/11gfhwtzbc,King Gnu,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20190222:20190228:jp,https://lh3.googleusercontent.com/IADnNtJXxBmgMPPnxmJT8TQhc9lO9Yn55x6l82SK3lV6oR-0aJxGSw3L7U_ltV_UDY06EemeYEzANrg,15,163,160+,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489905,5549479,8061823,10738571,13402506,15686292,17649565,19379429,21771574,26393431,30218757,34499471,41055250,45640252,50069052,54441517,57738813,61014417,64189403,67190132,69989043,72694684,75324610,77927861,80691901,83784275,89308486,94039214,98448324,102586516,106762400,110749972,114520723,118199369,123493990,128143214,132558665,136853777,143966530,150695671,158289205,165895721,172768973,179333367,187532508,196293171,206113981,221389111,235239006,247370864,260449423,278674263,293458812,307501636,320254660,333236276,344595865,355347405,365362617,376242249,386864643,396606067,406229393,414665439,422685529,430838876,438496223,445724791,453134061,461216126,468357738,475236643,481928093,487951025,493287427,498518345,503788515,508609726,513062922,517222160,521216764,525966662,530242232,535134382,540755984,546364308,551608341,556466154,560973530,570599589,577756204,584949966,594759762,604613699,612028433,618456375,624877529,629955692,635874569,641857403,647532043,652827471,658107477,663482028,668895305,674159460,683092502,688582151,693412797,697669464,702164261,706360221,710434564,714377739,718076245,721370859,724694813,727902822,731102668,734329330,737460959,740349764,743295810,746233194,749157988,752093243,754608633,757238681,759993270,762927324,766285885,769442902,772492754,775342444,778239627,780757116,783287831,785832818,792076765,796350707,800354455,804417145,808313121,812067313,815894433,819690395,827827784,834654551,845484711,855692325,869513824,881829315,894161388,905455310,916013444,925893996,935799052,945188697,955123581,968119260,979904027,991201800,1001298018
ニジュー(j-pop),j-pop,未知,ニジュー,/g/11j9d_xmhl,NiziU,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20200703:20200709:jp,https://lh3.googleusercontent.com/D_QUDm6N0Y-pFfp2zllaLVC3YZnH2yNUVdswHmgfaGzNWN21OJees_u_fiA9ZoNhjojH0mIyZrLijQ,17,92,90+,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11083583,19749073,32860052,43578060,53701976,63035049,70859727,76723551,86333029,93607205,102281860,113155862,121149419,129101055,136805919,143396211,149358564,155436101,161254194,167156747,183595975,201905828,215278879,226632637,237054732,248412356,258231893,267789700,277733111,287572040,296854686,305996389,313596754,321965757,329744482,337725619,344935083,352153088,367403039,390632263,412476344,430061930,446989805,463851557,475828236,486400557,495771842,506376287,514132158,522054076,528599982,534477908,540151152,545393015,551250499,555872829,559835741,564008357,567984365,572980078,576672453,580173377,583640217,588416173,591850055,594740287,597395568,599882274,602001084,604013199,609259034,620912206,631608493,642312759,653752690,661659735,668340396,675510072,683173953,689222785,695155095,704151462,711465801,717359907,722278979,726814258,730974140,734857691,738596398,742374923,745890807,749158016
鬍男(anime),anime,亚洲,鬍男,/g/11fzd1x9dp,Official髭男dism,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180504:20180510:jp,https://lh3.googleusercontent.com/zExXAi-wLTlE2yl71wdTKu2PmD3z-V945rDphjwDtk6OtpE9mJHzjjOMBZuR3oKp65y5UMYzRUC4GA,20,199,190+,,652991,1547090,2364027,3359199,4390272,5317932,6296582,7197512,8049885,8846694,9559263,10193863,10959434,11621520,12155868,12647650,12647650,12647650,12647650,12647650,12647650,12647650,13391896,14366265,15508170,16856608,18286377,19503952,20724158,21831845,23305204,24417282,25495252,26577414,27509615,28437226,29418971,30413623,31387027,32338865,33507430,34475399,35346202,36230679,37035927,37850743,38786124,39603340,40642385,42079284,43898804,45697502,47511413,51096853,55680927,60640854,66076281,71781318,77821021,83867596,90155224,98539818,107230896,116190701,125284856,135273462,146707327,158703261,171313737,183957912,196000962,207722311,223862379,239051242,254226669,269116472,287722523,304170686,320372397,336917953,354481303,371436376,386870255,401253400,415688337,430760410,447442861,463129570,481126650,500597054,519249623,537571273,558994437,580068959,600820368,621499847,643631640,666745188,689124838,711938745,732322625,752674692,772194884,792065077,810595067,827087759,844457714,859601243,873646657,887392896,901009593,914530568,927486049,941013346,954659752,970670502,986321044,1001876539,1019057466,1035339385,1050987773,1065785526,1078905655,1091481074,1104776186,1118095451,1130738913,1142429801,1153243135,1163704872,1173445585,1183081418,1192490086,1201437574,1209878640,1218320884,1226615546,1234601593,1243410942,1250819164,1260944099,1270061096,1279053177,1287881039,1296682052,1305425846,1314522275,1323279798,1332395234,1340565882,1348277157,1355716551,1363076724,1370218748,1377783964,1385465911,1393264360,1404034941,1413647008,1422796063,1431518464,1440044878,1448550581,1456477653,1464447835,1472987867,1481640241,1492015654,1500484835,1509148875,1518363541,1529741728,1543458604,1556572673,1568955795,1580723746,1591976302,1602018183,1611995489,1621734203,1631614528,1641228629,1651104209,1660767578,1670202009,1679339216,1688613980,1697699141,1706171262,1715018193,1723962053,1731437497,1741966342,1752113581,1762467806,1771999258,1781626566,1790653160,1799494570,1808205583,1816913135,1825331787,1833555814,1841827377,1849692570
Morning Musume(j-idol),j-idol,未知,Morning Musume,/m/02twdq,Morning Musume,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/BmtxkfPjREk/default.jpg,0,205,200+,1157352,2244638,3372164,4486649,5838169,7490852,8945158,10569486,12265338,14032543,15648569,17051184,18416800,19791309,21150674,22450655,23653793,24862584,25998648,27307122,28507552,29600104,30802941,31991827,33076389,34499372,35849323,37066672,38123276,39025100,40106984,41261514,42374346,43528271,44562444,45519533,46417717,47446432,48516236,49612603,50770261,52019805,53385606,54594285,56141007,57300686,58504573,59681424,61122525,62605216,64246895,65694674,67155082,68341057,69592199,70926142,72785475,74694986,76226029,77713093,79099892,80525796,81832853,83086212,84422525,85817092,87163233,88814832,90202327,91654422,93072737,94536516,95944304,97325710,98722453,100105296,101640828,103024586,104323178,105731477,107103959,108413021,109704099,110927803,112827898,114409675,115780566,118299851,119942276,121686964,123445613,125254680,127049451,128943684,130786096,132566865,134319451,135916552,137617138,139309845,140882782,142481734,144232341,146151256,148121086,150068576,151882679,153887370,156037195,157922549,159808042,161500758,163095378,164696685,166206396,167753133,169327742,170677711,172062367,173524851,174921849,176343663,178017000,180047455,181905009,183677461,185296394,186907953,188351413,189768309,191076564,192290312,193766472,195758981,197580378,200122817,201770949,203259919,204688117,206209813,207372081,208658046,210085784,211405964,212766935,214376810,216047985,217910139,219696991,221495793,223255823,225045139,226602172,228409905,229926849,231395596,232843931,234426186,235760069,237289741,238594539,239994741,241365482,242849017,244455786,246040155,247487623,248860726,250393864,251764306,253103668,254488936,255845010,257255591,258744302,260371375,261944617,263534491,265018789,266575960,268066525,269507058,270935451,273222646,275073393,276876122,279023107,280736136,283016740,285177201,287016554,288759062,290064216,291487950,292929681,294459245,295981681,297448773,298808317,300210648,301633416,303098296,304589430,307026418,308570863,308570863
ハニーワークス、Haniwa、HW(j-pixie),j-pixie,亚洲,ハニーワークス、Haniwa（ハニワ）、HW,/g/11b6hk75lw,HoneyWorks,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/6aq2MULhjsk/default.jpg,0,206,200+,2307161,3815560,5665058,7595830,9427868,11261103,13008852,14869150,16679805,18636655,20596567,22518269,24373873,26062122,28575959,30006248,31740582,33180018,34600029,36018898,37450101,38850389,40284500,41777789,42823039,44170302,45500297,46978717,48585007,50193710,52777140,54758552,56387574,57996668,59933392,61403011,62675089,64048306,65452607,66802879,68255024,69739832,71358844,73424879,75370668,76801470,78657969,80177727,81606521,82850507,84080952,85505681,87066569,88493744,90012293,91757487,95004367,97189178,99097835,101038331,103314760,105864124,107883823,109853081,112015554,115936223,117804874,119492859,121135804,122750995,124306842,125881818,128311023,130299777,132189293,134070728,136057997,137968848,139545225,141245731,142970237,144709925,147345166,149596592,151544437,153358215,156914406,160606659,163287563,166236329,169062977,173202839,176726140,179393685,181949649,184566564,187474612,189976709,192317220,194542011,196812823,199098920,202013945,204887751,207692298,210242084,212736893,215178928,217545254,219826950,222169752,224325612,226388131,228466307,230527314,232888190,236105990,238254091,240493088,244872179,247519271,250503957,253386384,256073460,258228965,260411896,262329961,265104705,267243076,269074654,271722403,273801454,276167205,278554555,283471821,287297278,290435686,293161345,295699698,298643099,300727829,302645451,304660727,306700579,308923361,311248610,313455166,315670297,317777840,320094760,322675880,326508029,329370602,331732172,333681732,336730421,339789846,342222885,344322762,347484384,350251650,353105129,355619218,358105275,360734921,363335094,365953855,368122593,370870684,373429390,375962529,378215726,380361396,382425313,384866621,387113814,389252842,391388188,393429782,395530225,397672588,399756377,401718503,403720280,407669698,412513373,415675206,418239762,420547806,422685140,425514214,427897964,429724580,431707273,433878373,436844867,439960183,443406328,446949254,449812240,453084173,455952308,458492372,460970953,463447225,465812599
Daoko(j-pixie),j-pixie,亚洲,Daoko,/m/0__k7b2,Daoko,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/kjiSn0ug4oU/default.jpg,0,109,100+,1675588,3334604,4997075,6812091,8553536,10270990,11964656,13763493,15861016,18388102,20874145,23213121,25282325,27419853,29302070,31450418,33550792,35671212,37719996,39678600,41492774,43005334,44326564,46088670,47862050,49707609,51659142,53535051,55401811,58062097,60391197,62581607,64564602,66418288,68403954,70901758,73690412,76427330,78944621,81151990,83238272,85311435,87357570,89295251,91115411,92771731,94373155,95956629,97440309,98901537,100325007,101706272,103150355,104391560,105664776,107009340,108361839,109823453,111393639,112965094,114471400,116394045,118504218,120392305,122212410,124056575,125883620,127729446,129398786,130986254,132564861,134076725,135547950,136959351,138508722,140025900,141376419,142670515,143792691,144874347,145861130,146792001,147755779,148671980,149571825,150443580,151349108,152348062,153203196,154110894,155050019,155941088,156837132,157819176,158765852,159690084,159690084,160625825,160625825,160625825,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,161522458,162540477,163536601,164580872,165733473,167729645,169345250,170716776,172077676,173161047,174180291,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577,175218577
バルーン(vocaloid),vocaloid,未知,バルーン,/g/11b87wv34w,バルーン,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpSAIvw3bBynfijsVgItIoOLbHVPkDdXCVcQ&usqp=CAU,0,49,40+,983972,1897590,2837315,3748348,4580261,5405664,6266687,7127329,8067772,9272640,10295278,11258079,12320547,13349814,14723454,15986211,17205607,18420639,19620684,20819243,22014588,23001398,24106270,25235820,26488566,27620137,29145075,30459133,31714865,33016672,34469330,35786100,36972559,38252345,39713517,41093504,42381409,43719189,45176252,46668447,48317604,50024077,51659838,53348076,55032882,56674646,58525341,60475573,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159,62329159
Udaho & Peketan from Fischer's(?),?,未知,Udaho & Peketan from Fischer's,/g/11c318zzrh,Udaho & Peketan from Fischer's,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/0xI4J9CwMuY/default.jpg,0,22,40-,2135504,3417761,4485900,5407577,6214416,7042803,7859743,8645698,9367917,10177205,10921810,11666559,12628118,13493928,14334698,15191499,16072179,16855506,17562126,18191474,18761710,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311,19305311
