label,,大洲：,别名,label,artist_names,params,img,周播放冠军次数：,上榜周数,,2018-05-03,2018-05-10,2018-05-17,2018-05-24,2018-05-31,2018-06-07,2018-06-14,2018-06-21,2018-06-28,2018-07-05,2018-07-12,2018-07-19,2018-07-26,2018-08-02,2018-08-09,2018-08-16,2018-08-23,2018-08-30,2018-09-06,2018-09-13,2018-09-20,2018-09-27,2018-10-04,2018-10-11,2018-10-18,2018-10-25,2018-11-01,2018-11-08,2018-11-15,2018-11-22,2018-11-29,2018-12-06,2018-12-13,2018-12-20,2018-12-27,2019-01-03,2019-01-10,2019-01-17,2019-01-24,2019-01-31,2019-02-07,2019-02-14,2019-02-21,2019-02-28,2019-03-07,2019-03-14,2019-03-21,2019-03-28,2019-04-04,2019-04-11,2019-04-18,2019-04-25,2019-05-02,2019-05-09,2019-05-16,2019-05-23,2019-05-30,2019-06-06,2019-06-13,2019-06-20,2019-06-27,2019-07-04,2019-07-11,2019-07-18,2019-07-25,2019-08-01,2019-08-08,2019-08-15,2019-08-22,2019-08-29,2019-09-05,2019-09-12,2019-09-19,2019-09-26,2019-10-03,2019-10-10,2019-10-17,2019-10-24,2019-10-31,2019-11-07,2019-11-14,2019-11-21,2019-11-28,2019-12-05,2019-12-12,2019-12-19,2019-12-26,2020-01-02,2020-01-09,2020-01-16,2020-01-23,2020-01-30,2020-02-06,2020-02-13,2020-02-20,2020-02-27,2020-03-05,2020-03-12,2020-03-19,2020-03-26,2020-04-02,2020-04-09,2020-04-16,2020-04-23,2020-04-30,2020-05-07,2020-05-14,2020-05-21,2020-05-28,2020-06-04,2020-06-11,2020-06-18,2020-06-25,2020-07-02,2020-07-09,2020-07-16,2020-07-23,2020-07-30,2020-08-06,2020-08-13,2020-08-20,2020-08-27,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-01,2020-10-08,2020-10-15,2020-10-22,2020-10-29,2020-11-05,2020-11-12,2020-11-19,2020-11-26,2020-12-03,2020-12-10,2020-12-17,2020-12-24,2020-12-31,2021-01-07,2021-01-14,2021-01-21,2021-01-28,2021-02-04,2021-02-11,2021-02-18,2021-02-25,2021-03-04,2021-03-11,2021-03-18,2021-03-25,2021-04-01,2021-04-08,2021-04-15,2021-04-22,2021-04-29,2021-05-06,2021-05-13,2021-05-20,2021-05-27,2021-06-03,2021-06-10,2021-06-17,2021-06-24,2021-07-01,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-05,2021-08-12,2021-08-19,2021-08-26,2021-09-02,2021-09-09,2021-09-16,2021-09-23,2021-09-30,2021-10-07,2021-10-14,2021-10-21,2021-10-28,2021-11-04,2021-11-11,2021-11-18,2021-11-25,2021-12-02,2021-12-09,2021-12-16,2021-12-23,2021-12-30,2022-01-06,2022-01-13,2022-01-20,2022-01-27,2022-02-03,2022-02-10,2022-02-17,2022-02-24,2022-03-03,2022-03-10,2022-03-17,2022-03-24,2022-03-31,2022-04-07
Gen Hoshino(j-pop),j-pop,未知,Gen Hoshino,/m/0q6qdtv,Gen Hoshino,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/ilnLczvLGAY/default.jpg,0,193,190+,1650368,3106322,4613570,5773649,6853261,7879092,8815945,9750628,10625146,11494611,12292729,13066914,13853927,14628191,15420375,16193433,20484975,24828182,28469920,31937105,35090138,37966393,40427345,42522510,44335518,46081266,47800712,49458979,50646525,52139837,53751782,55300986,57639378,60794055,64096597,67071573,69856824,72457699,74837700,76958031,79134431,81197034,83217375,85151756,87061823,88790561,90474077,92080342,93596082,94998867,96301077,97604064,98957042,100111396,101431403,102771856,103925279,105076570,106152246,107196174,108221611,109215531,110185235,111776530,113049841,114309467,115403898,116547699,117553452,118586998,120045524,121649911,123185809,124613836,125980891,127397181,129800853,132000267,133590797,135203297,136839232,138681518,140112686,141463439,142752041,144054952,145334508,146808854,148179157,149753714,152084167,153611429,154963538,156258052,158030979,159797435,161242713,162858157,164275345,165988691,167439012,169486289,173421619,176073494,178771471,180866412,182497716,184125177,185869104,187764655,189381588,190938888,193646930,195496683,197391056,199596201,201342142,202876496,204368814,205820955,207205809,208584472,209979325,211611145,213220286,214774019,216314630,217844356,219308873,220664516,221947514,223192211,224430736,225694180,226888985,228016822,229146014,230231311,231221875,232386881,233592986,235004595,236321113,237551921,238747439,238747439,241518808,244763224,247094177,249184223,250967699,252558361,253976287,255337473,256627299,257937680,259313873,260789357,262523373,265081719,268871507,274943501,279818201,284609567,288606557,292289380,295449194,298053876,300460725,302351136,304076064,305687134,307183419,308615856,310012136,311436110,312954889,314521166,315937576,317313745,318658119,320557460,322919136,325077017,326945607,328535831,330071161,331468053,332776958,334041944,335304298,336654841,337916133,339267718,339267718,339267718,339267718,339267718,339267718,339267718,339267718,339267718,339267718,339267718,339267718,339267718
aimyon(j-pop),j-pop,未知,aimyon,/g/11b7tlctfk,aimyon,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/V1iB8jTYASFlFJ32ZzF0rzCJAZsKMfDDIcZj21j_DCbKrqCpAm_KTjPgO--kuSzPK8dePe4qwd9GnxM,0,206,200+,1616955,3367457,5292093,7236893,9071283,10974218,12758312,14424844,16080262,17792067,19463864,21121501,23598611,25840458,28481343,31193995,34176122,37043372,39740449,42358206,44860067,47578715,50195618,52706931,55907900,59573325,63678764,67821463,73287209,80141749,86096735,91512496,96551086,102172144,108877876,115930518,124135023,132044849,139735789,147132306,154224362,162383680,173708647,185875944,196533221,205885056,214784756,222880516,231217772,240495701,249498999,259083260,268839320,277816790,287223608,296404156,305024657,313324285,321652983,329670699,337133912,344488337,351349888,357814829,365778442,372814559,379985957,387281166,394192979,401237263,408476898,415488177,424601519,434713541,443795496,452083238,460127191,467936258,474941160,482107018,488817638,495279267,501717491,507895024,513662393,519523082,525314780,531755691,537556796,543186109,548178735,553110124,557897147,562871777,569367043,575024927,580104106,585506550,590486304,595444640,600038810,604380777,609471566,615892552,622592620,632190034,640920708,648521677,655104763,661296089,667659124,676384547,686792943,696494708,706517264,716424599,725846613,736075982,745788479,755664991,765228618,775439894,785598568,796634020,808931143,819970812,829811281,839051810,847694746,856265114,864227342,872323855,879977328,887200329,894469441,901143055,907979581,914910295,921556142,928881396,935041022,941727508,948666544,955284029,961623785,968004112,974164950,980707546,986691747,994608403,1001323698,1007916977,1014716304,1021084189,1027142967,1033113191,1039073727,1045125784,1052848326,1060089330,1066848419,1073708502,1080021610,1086171545,1092420564,1098699656,1104700403,1110875565,1116516800,1121275626,1126201460,1131284204,1135865207,1140418440,1144689566,1148964319,1153160019,1157315646,1161307470,1165369474,1169550575,1173680793,1178252270,1183033647,1188051311,1193892319,1199398537,1204661904,1209834530,1215112939,1220617481,1226268362,1231106022,1236528285,1241931704,1247423619,1253009975,1258498208,1263549436,1268378220,1273109920,1277830658,1282530072,1287133965,1292333648,1298307515
Namie Amuro(j-pop),j-pop,未知,Namie Amuro,/m/02h8kz,Namie Amuro,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/BPrJu0Qx8k0/default.jpg,0,111,110+,1607692,3191386,4657882,6164396,7631056,9703782,11755928,13439875,14925406,16286297,17480794,18600372,19831851,22236748,24341120,26070432,27712002,29626072,31856711,34459632,43990913,50254932,54242359,57012894,59211016,61091019,62707514,64234593,65515566,66526236,67525041,68482383,69349410,70274937,71300313,72170180,72898341,73739769,74709089,75569439,76417204,77278434,78085900,78898399,78898399,78898399,78898399,79620377,80347046,80347046,81057048,81836187,82697802,83452750,84218009,85060713,85947652,86868990,87707160,88653675,89621896,90655706,91495903,92340242,93149280,93950823,94801105,95723255,96631324,97446221,98337132,99269543,100211061,101522764,102610114,103595415,104520350,105469467,106355757,107291906,108207796,109060865,109964787,110837368,111673381,112504913,113360264,114118563,114118563,115058876,116048642,117134393,118178219,119285681,120317368,121415001,122542822,123710133,124797864,125819113,126758644,127732823,128818597,130131545,131514591,133380416,134822873,136350344,137754093,139053775,140237494,141381659,142467989,143490543,144540846,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541,145581541
鱼韵乐队(j-pop),j-pop,未知,鱼韵乐队,/m/056yc08,sakanaction,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/MzHZCfGQsVs/default.jpg,0,195,190+,1526908,2866472,4143769,5380899,6545196,7839794,9030032,10169371,11260079,12396228,13545133,14661607,15857065,17081152,18156555,19163781,20114929,21094627,22289999,23472038,24567891,25714021,26773644,27858512,28923644,30014334,31091332,32214856,33255853,34432067,35707709,37124583,38359881,39645558,40992492,42208078,43314219,44522726,45877523,47246529,48674841,50051815,51377143,52807364,54148259,55524468,56698469,57946435,59405600,61078465,62614248,64103721,65732991,67144543,68656254,70196569,71560289,72936747,74406615,75870000,82075335,86009222,89443521,93558275,96532977,99214042,101749813,104260515,106536532,109396243,112257812,114923231,117495311,119975526,122390839,124510843,126433914,128406997,130211471,131963615,133627207,135249577,137036751,139193456,141060625,142977497,144741523,146343224,147807991,149327348,150907573,152428689,153882776,155376948,156809301,158185175,159692368,161199524,162681709,164256392,165966426,167803928,169857777,172142642,174336488,176535281,178590640,180563982,182387981,184060565,185629585,187160853,188741329,190273601,191744536,193169907,194543068,195849193,197430683,199086565,200753298,202314394,203759484,205205837,206555016,207873759,209239170,210602108,211961665,213314678,214694405,216036214,217358326,218659620,219921776,221169777,222407983,223599478,224715726,225902148,226902066,228031401,229207794,230588639,231857207,233260746,234566885,235867185,237157012,238652629,240014250,241316322,242543091,243748228,244940854,246117677,247375214,248893141,250440851,251859847,253339462,254755989,256194167,257533546,258792900,260051466,261356501,262643471,263982935,265149007,266296382,267428840,267428840,267428840,267428840,267428840,267428840,267428840,267428840,267428840,267428840,267428840,268768872,270132701,271476222,272835619,274298474,275612716,277453471,279038568,280496163,281933700,283117946,284374319,284374319,286084895,288464823,290157703,291648869,293132919,294567497,296064821,297551054,299065538,300900131,303388097
苏打(j-pop),j-pop,未知,苏打（由“Suda”谐音而来）,/m/09gms10,Masaki Suda,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/yhPYpe_gIYN3B_x8N0VHYLOYQbsaMAPXdiuzWk0PSLmXKSc9yXuxVEXP2u8RjGwcA2m3qp9oBN5kxVU,0,203,200+,1481704,2758036,4016879,5161845,6144053,7053587,7879236,8754549,9585789,10461723,11274515,11994443,12689027,13853136,15250036,16650957,17937994,19115324,20218505,21311869,22363089,23348586,24291670,25103788,25843186,26554271,27262029,27932285,28540205,29219821,29861429,29861429,29861429,29861429,30829750,31831083,32990632,34246681,35648637,37100396,38484121,39794497,41104298,42361362,43561336,44716412,45825647,46860994,47836928,48733592,49634009,50567254,51542998,52427581,53321843,54320634,55245900,59167936,65541391,71045941,76096541,85157385,90732097,95620125,100586734,105197708,109273837,112957463,116599333,120148313,123786643,127564932,131272311,134745258,137966307,141031905,143897753,146909928,149471879,152222509,154813730,157740178,160587387,163157508,165500451,167824457,170508718,175289635,180657136,185713218,190126821,194108746,197769068,201471358,204944174,208269644,211468188,214710529,217780012,220591784,223106655,225482053,228121525,230970007,233913239,236857914,239456962,241964435,244221566,246348740,248343717,250178377,251971644,253694498,255487324,257405277,259276212,261650822,263745686,266643623,269287779,271636325,274077012,277011194,279462298,281803107,283962470,286001599,287917111,289717002,291509477,293213766,295060139,297135109,299653939,308502705,317291645,324486748,331329814,337409449,341854471,346027186,350393372,354673405,359390352,364841698,369970818,375203653,380310465,385076889,389479785,393918795,398063470,401729209,405060582,408295206,411544184,414786152,417713197,420692149,423469615,426054983,428561127,431130682,433560307,435913310,438081676,440059192,442047209,443780731,445546773,447462419,449300178,451100742,452881922,454679227,456474889,458363206,460128804,461927262,463658078,465365855,467041345,468766521,470647106,473025518,475667873,478352255,480526024,482558180,484429248,486222901,487723782,489574932,491390186,493240796,495124983,497103171,498953842,500810859,502846103,505004986,506933671,508841959,510746037,512589890
GReeeeN(j-pop),j-pop,亚洲,GReeeeN,/m/02rm7hv,GReeeeN,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/GOIuU0ejpzc/default.jpg,0,206,200+,1418412,2701702,3985086,5259399,6560827,7873481,9149191,10256113,11267483,12307649,13438219,14523064,15633796,16718001,17695966,18603938,19483492,20407808,21488484,22425417,23258352,24065874,25164892,26015754,26806782,27663174,28506545,29486409,30554238,31716697,32814455,33901094,34941075,35987856,37187542,38115948,39055408,40263714,41764546,43308735,44900449,46412555,47968627,49530938,51107862,52697026,54351708,55892873,57329425,58794029,60425407,62039574,63624568,64990279,66694576,68510800,70186726,71812566,73487247,75132275,76720188,78305782,79863367,81390218,82930299,84336444,85726970,87177967,88722108,90331114,91964494,93916762,95668352,97212167,99019447,100823839,102435726,104034130,105672559,107393864,109073740,110736424,112397226,113969066,115473056,117012134,118544693,119936616,121290379,122777499,124270725,125796548,127354062,128978038,130527074,131997963,133367086,134712876,136005316,137321458,138749119,140099710,141642072,143162647,144777234,146220905,148014359,149566334,151286789,152906848,154449582,155982254,157699858,159616869,161262538,162846446,164752754,166263975,167762028,169631552,171154246,172579679,173912329,175278352,176635138,177998931,179305238,180660911,181949264,183178199,184370314,185564761,186765424,188091814,189444305,190969548,192438866,194183441,195760055,197354664,199505149,201565933,203628902,205716595,207792475,209850415,212011300,214171169,216243421,218614501,220890245,223005623,224795502,226391162,227817898,229265290,230747170,232296638,233872210,235459029,237029646,238666319,240206302,242052737,243670625,245273473,246827558,248340303,249908213,251779245,253928994,255928496,257813998,259707361,261664582,263655983,265849258,268086437,270182187,272017738,273874476,275505361,277061627,278653176,280207412,281756162,283274724,284720850,286259672,287915374,289459375,290990260,292191160,293803451,295404727,297063307,298687209,300393082,302032426,303819288,305745547,307955030,310054134,312002863,313844989,315526086
世界的终结(anime),anime,未知,世界的终结,/m/0sgfd6_,SEKAI NO OWARI,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/gsVGf1T2Hfs/default.jpg,0,200,200+,1404831,2819188,4585815,6330798,7874695,9907868,11786048,13521082,15220810,16946155,19035968,21038404,22904973,24565387,26114430,27584653,28980907,30434986,32185189,33836530,35442684,37181590,38856231,40490826,42191094,43941329,45647707,47306450,48951711,50574828,52229059,54229994,56506845,58638370,60893464,62961233,64845732,66687613,68535945,70308975,72045848,75676079,78349646,81337850,83765442,85784453,87727901,89443782,91085705,92635499,94146726,95690582,97192782,98456035,99876123,101352173,102689692,104043163,105383697,106716921,108189568,109571215,110803372,111987694,113151804,114378827,115640483,117148238,118344847,119460502,120601556,121715359,123097129,124314707,125537959,126732368,127952273,129123712,130297587,131597638,132908231,134225462,135515458,136799918,137932966,139015092,140181786,141195672,142134623,143235456,144435463,145665357,146846422,148117157,149347916,150579406,151777625,152931964,154028910,155099705,156203670,157564554,159131348,160806582,162444175,163883088,165166182,166448178,167762239,169614957,171344782,172921513,174709926,176755617,178587132,180329019,182389975,185243563,188811747,191776067,194420851,197007725,199422289,201744490,204122525,206446008,208529273,210582297,212482918,214468154,216680063,218991078,221785649,225758036,230081918,234441482,238700582,243143421,248390972,253186789,255900871,258576493,261059773,263365673,265758455,268825927,271888336,274623389,277180401,279501820,281605041,283675026,285615012,287448576,289101770,290817349,292612498,294398521,296013900,297925031,300321556,302591009,304809850,307083365,309561550,311855868,314789256,317125630,319536961,321726945,323877145,326638459,329481852,332317853,335107463,337855807,340504264,343062057,345320292,347561577,349796928,352099811,354347936,356657852,358925506,361271035,363728901,366128927,366128927,366128927,366128927,366128927,366128927,366128927,368413777,370791694,373206175,375608778,377911864,380337300,383154550,385745305,388144565,390343553,392429206,394442479
棒棒鸡(j-pop),j-pop,亚洲,棒棒鸡,/m/03z7ph,BUMP OF CHICKEN,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/ZvFs03X944E/default.jpg,0,206,200+,1358540,2554387,3775830,4943797,6090053,7291190,8473964,9606222,10801118,12090817,13368837,14608992,16174388,17682476,19036648,20343996,21594811,22878549,24105852,25305913,26490356,28674182,31371082,33630204,37115992,41059654,44053560,46605054,48939551,51809272,54155190,56265846,58279181,60443383,62528684,64218448,65909144,67657328,69486520,71156603,73025289,74881913,76683144,78364914,80007015,81586407,85545936,88375345,90686879,92952187,95899820,98080800,100067950,101852562,103717494,105755947,107897611,110054320,112201018,114250900,116236211,118333183,120475223,122999669,125467417,127507050,129390925,131292462,132985402,134686610,136390449,138192895,140218620,142266494,144179103,146021651,147733132,149452971,151012391,154046238,156596128,158573445,160488451,162358538,164319376,166170839,167993405,169511121,170870366,172341417,173815381,175263812,176691746,178259742,179765254,181213649,182675806,184125196,185532275,186906027,188278867,189673221,191274696,192974302,194668379,198744875,201925394,204396633,206738732,208929693,210975564,212923025,214773338,216536033,218254526,219989729,221673052,223240121,224815961,226354562,227795851,229489010,231059711,233361032,236685943,238940637,245374811,254110690,259938680,264778036,268784218,272455527,276024284,279378613,282535951,285444494,289471292,292826704,295931588,299003068,301617303,304439976,307220606,309902088,312522097,315838466,319550894,322548239,325849123,329050615,331965242,334705597,337215392,339638064,342126177,344681156,347178017,349550812,351761345,355646849,359558133,363049990,366384699,369520410,372436583,375446133,378249346,380931838,383681437,386082452,388596330,391139344,393555290,396003528,398567307,401199998,403740035,406250360,408789088,411317997,413999272,416630405,419164851,422026384,425862791,429237474,432239963,435018770,437741669,440521319,443627393,446929687,449912506,452902199,455740089,458565030,461300784,463935837,466536769,469136193,471667399,474348400,476982272,479523683,482107262,484658523
Sheena Ringo(j-pop),j-pop,未知,Sheena Ringo,/m/01wy61y,Sheena Ringo,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/3LVAmMxICoA/default.jpg,0,193,190+,1346080,2527923,3663586,5061959,6519592,8006529,9358745,10704278,12054731,13402765,14614951,15724450,16750502,17756585,18747273,19675921,20552929,21451690,22359750,23250235,24155682,25047012,26016604,28456194,30325687,31994468,33505228,35100453,38167410,40154868,42091530,44024129,45686931,47318585,48932743,50628174,52444170,54286434,56140844,57939855,59601782,61259162,62874976,64433801,66151968,67724310,69363907,71000660,72656929,74295254,75962713,79094451,81763334,83788417,85846448,89295211,91643668,94625543,97254571,99989688,102320464,104418937,106351761,108348685,110136343,111866162,113493443,115149635,116661757,118263437,119719716,121129747,122503808,124105832,125902117,127777735,129538302,133142069,136860653,141470022,144424638,147782950,151625969,154646815,157470711,160000626,162336000,164637714,166647606,168650818,170535594,172305262,174091294,175870621,177539372,179186780,181009325,182710711,184313866,185787994,187297157,189046099,190846075,192864082,194662137,196247042,197652485,199067935,200448611,201879746,203317659,204716168,206112978,207464028,208752018,210071123,211291412,212578240,213853359,215246553,216690809,218277644,219848974,221481430,222972147,224390580,225748145,227196101,228607105,229890171,231146752,232326368,233517159,234824690,236212324,237607216,238906892,240129078,241307659,242521817,243632490,244886605,246238922,247727632,249106369,250513496,252036603,253475627,254871786,256400001,257800345,259134837,260432094,261773734,263247049,264825418,266334946,267759519,269189315,270779182,272299333,273799462,275375354,276918770,278500295,280042379,281531818,283052292,284645582,286161432,287722034,289238733,290638098,291995900,293462182,294960918,296357691,297695904,298992154,300407878,301931564,303430148,304777026,304777026,306116682,306116682,307483312,308773519,310031384,311294137,311294137,311294137,312461720,313747655,315055279,316489557,317887325,317887325,317887325,317887325,317887325,317887325,317887325,317887325,317887325,317887325
Momoiro Clover Z(j-pop),j-pop,未知,Momoiro Clover Z,/m/0cc5vsn,Momoiro Clover Z,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/avC2wqz2T4g/default.jpg,0,68,60+,1242880,2234004,3264659,4982749,6246795,7370802,8289477,9078360,9768797,10457793,11100220,11715774,12360731,12996804,13601117,14203998,14742621,15298721,15906729,16579348,17892567,18838253,19650042,20395021,21134758,21849416,22607081,23471792,24255014,25009377,25741959,26667233,27495196,28335440,29238473,30025507,30728075,31471665,32127698,32798083,32798083,33577771,34368556,34368556,35183811,35183811,35940319,36686349,37451027,38146494,38927972,39773551,41011576,41708766,42534276,43327755,44066371,44066371,44789873,45561004,45561004,45561004,46334113,46334113,46334113,47052294,47052294,47052294,47052294,47052294,47052294,47052294,47052294,47052294,47052294,47793304,48563229,49416197,50164172,50936743,50936743,50936743,51881066,51881066,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,52759174,53806451,53806451,54847242,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714,55894714
Mrs.GREEN APPLE(j-pop),j-pop,未知,Mrs.GREEN APPLE,/g/11c3jwctgt,Mrs.GREEN APPLE,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/E7YAf0O02Ms/default.jpg,0,206,200+,1242615,2282079,3531844,4742914,5869600,6916550,7907997,8893363,9816060,10727871,11559574,12420662,13378024,14698469,16073731,18495758,20846502,23693481,26335270,28734730,30883322,32789751,34621313,36243791,37780950,39253493,40623239,41992458,43307429,44844504,46380861,47808288,49217167,50913567,52604216,54062748,55641314,57494332,60306186,62903549,65393631,67838147,70161601,72422456,74690081,76771727,79196673,81711419,84350581,87219416,90066036,92836618,95547833,98036022,101232265,104395743,107373649,110326060,113339696,116735923,120457553,124367811,128450599,132175033,136501157,140679342,145801900,150190293,154344548,159296653,163919665,168353798,173006261,178990280,184042594,190025091,195356344,200014126,204098277,208129978,212034346,215858591,219726464,223419570,226843573,230388148,234372667,238576756,242429857,246585674,250820998,255258143,259554629,264190062,268911442,273665531,278614127,283835297,289062026,294286619,299458922,304787685,312301924,319157760,325926858,332570378,340177541,346763349,353586125,360101735,366174191,372410344,378938138,385462197,394448567,402811634,409902643,416595802,423358168,429667714,435486515,441201410,446914226,452670879,458286892,464252937,469994504,475805643,481278976,486405154,491467789,496369851,501372144,506468537,511499212,516114154,520920591,525186373,529400670,534162512,537857028,541613922,545637440,549735727,554225800,558878543,563310058,567738691,571909428,576056003,580158626,584180673,587811239,591522464,595102180,598898835,603136572,607534537,611544491,615918866,620182466,624304438,628391208,632703029,637318186,641816284,646808597,651605013,656795649,661259795,665696640,670411075,675111562,681065970,687020120,692374481,697257596,702118894,706575070,710953709,715189643,719253151,723134281,727032986,730858321,734667657,738413894,741907360,745369328,748764925,752192864,755627245,758448432,761478833,764611368,767971330,771600016,775166655,778702630,782316456,785989917,789724977,793435370,798720520,803910208,809285395
back number(j-pop),j-pop,未知,back number,/m/0fs4mzc,back number,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/VPZK72W4Xxw/default.jpg,0,204,200+,1148078,2240449,2952906,3653788,4313531,4955149,5563502,6170045,6792243,7424975,7424975,7424975,7933570,8471051,9573730,10834301,12290720,13731023,15050616,16273729,17406368,18455735,19392820,20233966,20785584,21377445,22417486,23918070,25370092,27013866,28439788,29161813,29854600,30574050,31560047,32239768,32828122,33449427,34124894,34815679,35709487,36735076,37810456,38854565,40022804,41153179,42356374,43781816,45239855,47158509,49381380,51526305,53609081,55223347,56590510,58192203,59720068,61123341,62809706,65503862,67941369,69735863,71516833,73381511,75334753,77048996,78721003,80305906,81793104,83502396,85133012,86755940,88284210,89806828,91340943,92914396,94316898,95731995,97064181,98480595,100225127,101950902,103909964,106687816,108834674,110939254,112972390,114507964,115868165,117450440,119346746,122203854,123995033,125735625,127474117,129071711,130594978,132082436,133563964,135025060,137326277,139552111,141781821,144029409,146261013,148330750,150330138,152387365,154306373,156171320,157890741,159664149,161298548,162866749,164414538,165925951,167362405,169256120,174804336,180251538,185567639,190231649,194287314,198004688,201848599,205705301,209633808,214554061,219913634,227253400,234395417,241691496,250260038,259516034,268774977,277933624,287508171,297252456,307740451,318006099,324570138,331358332,338382777,345520391,352902372,360092228,367287219,374297135,380839833,387228968,393328451,399142071,404737867,410331695,415763755,421291232,426989979,432661415,437693513,443064855,450317105,458367042,465668119,472530271,479117464,485250992,491070615,496467459,501610418,506192592,511002838,515971987,521378665,526892044,532566024,538961055,545396413,552002536,560718840,570987578,580685908,589812156,598797047,608284883,617550229,626602208,635628329,644256109,653068878,661415851,670421689,680291912,686192465,692273185,698140054,704127934,710017621,715875024,721595767,727402567,732911373,738229422,743647018,748984338,754267921,759429786
